node_id,in_degree,out_degree,total_degree,undirected_degree
3528,10,10,20,10
3529,6,6,12,6
3530,14,14,28,14
3533,6,6,12,6
3535,28,28,56,28
3541,5,5,10,5
3544,7,7,14,7
3546,8,8,16,8
3547,7,7,14,7
3548,6,6,12,6
3549,32,32,64,32
3551,7,7,14,7
3552,8,8,16,8
3554,6,6,12,6
3561,22,22,44,22
3565,69,69,138,69
3566,11,11,22,11
3567,13,13,26,13
3568,28,28,56,28
3569,5,5,10,5
3570,14,14,28,14
3571,5,5,10,5
3572,9,9,18,9
3574,13,13,26,13
3580,13,13,26,13
3581,10,10,20,10
3583,5,5,10,5
3584,7,7,14,7
3587,6,6,12,6
3588,10,10,20,10
3593,5,5,10,5
3594,8,8,16,8
3596,11,11,22,11
3597,50,50,100,50
3598,32,32,64,32
3599,15,15,30,15
3601,23,23,46,23
3604,130,130,260,130
3606,10,10,20,10
3607,9,9,18,9
3608,15,15,30,15
3609,7,7,14,7
3610,10,10,20,10
3611,10,10,20,10
3616,5,5,10,5
3618,7,7,14,7
3621,8,8,16,8
3622,17,17,34,17
3623,11,11,22,11
3624,9,9,18,9
3625,13,13,26,13
3626,13,13,26,13
3631,17,17,34,17
3632,8,8,16,8
3633,4,4,8,4
3634,14,14,28,14
3635,12,12,24,12
3639,7,7,14,7
3640,26,26,52,26
3643,12,12,24,12
3644,13,13,26,13
3645,8,8,16,8
3647,8,8,16,8
3649,14,14,28,14
3650,7,7,14,7
3651,13,13,26,13
3666,3,3,6,3
3667,8,8,16,8
3669,20,20,40,20
3670,24,24,48,24
3671,15,15,30,15
3673,9,9,18,9
3679,54,54,108,54
3680,125,125,250,125
3682,44,44,88,44
3683,6,6,12,6
3684,5,5,10,5
3685,10,10,20,10
3687,6,6,12,6
3688,18,18,36,18
3689,6,6,12,6
3690,13,13,26,13
3691,21,21,42,21
3692,14,14,28,14
3693,12,12,24,12
3696,31,31,62,31
3698,7,7,14,7
3699,16,16,32,16
3705,13,13,26,13
3707,6,6,12,6
3711,16,16,32,16
3713,8,8,16,8
3714,7,7,14,7
3715,5,5,10,5
3716,4,4,8,4
3717,9,9,18,9
3721,4,4,8,4
3723,8,8,16,8
3724,10,10,20,10
3726,5,5,10,5
3727,43,43,86,43
3728,65,65,130,65
3729,8,8,16,8
3731,11,11,22,11
3732,9,9,18,9
3733,7,7,14,7
3736,7,7,14,7
3737,7,7,14,7
3738,7,7,14,7
3739,7,7,14,7
3740,7,7,14,7
3741,7,7,14,7
3742,129,129,258,129
3743,128,128,256,128
3744,22,22,44,22
3748,34,34,68,34
3755,28,28,56,28
3757,11,11,22,11
3759,6,6,12,6
3762,4,4,8,4
3763,4,4,8,4
3765,6,6,12,6
3766,33,33,66,33
3767,21,21,42,21
3768,18,18,36,18
3769,6,6,12,6
3770,9,9,18,9
3771,6,6,12,6
3773,44,44,88,44
3774,10,10,20,10
3776,87,87,174,87
3777,5,5,10,5
3785,11,11,22,11
3786,24,24,48,24
3788,7,7,14,7
3791,34,34,68,34
3792,47,47,94,47
3793,12,12,24,12
3794,6,6,12,6
3795,9,9,18,9
3798,8,8,16,8
3799,8,8,16,8
3800,14,14,28,14
3802,5,5,10,5
3803,6,6,12,6
3809,26,26,52,26
3811,9,9,18,9
3815,9,9,18,9
3816,7,7,14,7
3817,6,6,12,6
3818,7,7,14,7
3821,7,7,14,7
3823,14,14,28,14
3826,34,34,68,34
3827,23,23,46,23
3828,5,5,10,5
3829,2,2,4,2
3831,7,7,14,7
3832,8,8,16,8
3836,30,30,60,30
3838,6,6,12,6
3839,6,6,12,6
3841,33,33,66,33
3842,21,21,42,21
3843,7,7,14,7
3844,88,88,176,88
3845,39,39,78,39
3846,30,30,60,30
3848,33,33,66,33
3849,13,13,26,13
3859,25,25,50,25
3863,7,7,14,7
3864,9,9,18,9
3865,6,6,12,6
3870,16,16,32,16
3872,6,6,12,6
3877,4,4,8,4
3885,6,6,12,6
3894,7,7,14,7
3895,7,7,14,7
3896,30,30,60,30
3899,51,51,102,51
3900,7,7,14,7
3901,7,7,14,7
3903,8,8,16,8
3904,33,33,66,33
3906,19,19,38,19
3913,21,21,42,21
3914,16,16,32,16
3915,64,64,128,64
3919,6,6,12,6
3920,14,14,28,14
3922,15,15,30,15
3924,20,20,40,20
3926,14,14,28,14
3933,43,43,86,43
3942,8,8,16,8
3943,17,17,34,17
3947,6,6,12,6
3948,8,8,16,8
3949,31,31,62,31
3950,7,7,14,7
3951,9,9,18,9
3952,9,9,18,9
3956,6,6,12,6
3958,8,8,16,8
3959,25,25,50,25
3960,6,6,12,6
3963,6,6,12,6
3965,17,17,34,17
3966,64,64,128,64
3968,69,69,138,69
3969,21,21,42,21
3970,46,46,92,46
3971,12,12,24,12
3981,44,44,88,44
3982,7,7,14,7
3988,25,25,50,25
3990,11,11,22,11
3994,56,56,112,56
3995,21,21,42,21
3996,19,19,38,19
3997,6,6,12,6
3999,84,84,168,84
4002,15,15,30,15
4007,13,13,26,13
4008,18,18,36,18
4010,2,2,4,2
4012,21,21,42,21
4014,2,2,4,2
4017,31,31,62,31
4018,7,7,14,7
4020,10,10,20,10
4021,9,9,18,9
4023,6,6,12,6
4025,40,40,80,40
4026,5,5,10,5
4027,117,117,234,117
4028,18,18,36,18
4030,8,8,16,8
4031,8,8,16,8
4033,6,6,12,6
4034,7,7,14,7
4038,6,6,12,6
4042,7,7,14,7
4046,19,19,38,19
4049,14,14,28,14
4050,7,7,14,7
4053,6,6,12,6
4056,90,90,180,90
4057,33,33,66,33
4059,16,16,32,16
4060,48,48,96,48
4061,13,13,26,13
4062,32,32,64,32
4063,358,358,716,358
4065,67,67,134,67
4066,20,20,40,20
4067,17,17,34,17
4068,13,13,26,13
4070,30,30,60,30
4071,42,42,84,42
4072,41,41,82,41
4074,40,40,80,40
4075,39,39,78,39
4076,27,27,54,27
4077,25,25,50,25
4078,20,20,40,20
4079,30,30,60,30
4080,40,40,80,40
4081,6,6,12,6
4082,12,12,24,12
4083,17,17,34,17
4084,36,36,72,36
4085,21,21,42,21
4086,20,20,40,20
4087,7,7,14,7
4090,5,5,10,5
4091,12,12,24,12
4092,52,52,104,52
4093,49,49,98,49
4094,8,8,16,8
4097,26,26,52,26
4098,15,15,30,15
4102,11,11,22,11
4103,52,52,104,52
4104,36,36,72,36
4108,30,30,60,30
4112,6,6,12,6
4113,22,22,44,22
4114,22,22,44,22
4115,29,29,58,29
4116,6,6,12,6
4117,9,9,18,9
4118,8,8,16,8
4119,31,31,62,31
4120,10,10,20,10
4121,54,54,108,54
4122,15,15,30,15
4123,21,21,42,21
4124,80,80,160,80
4125,29,29,58,29
4126,21,21,42,21
4127,12,12,24,12
4128,36,36,72,36
4129,22,22,44,22
4130,7,7,14,7
4131,43,43,86,43
4132,76,76,152,76
4133,13,13,26,13
4134,16,16,32,16
4135,28,28,56,28
4136,50,50,100,50
4139,33,33,66,33
4140,34,34,68,34
4141,21,21,42,21
4142,59,59,118,59
4143,7,7,14,7
4144,16,16,32,16
4145,26,26,52,26
4146,10,10,20,10
4147,42,42,84,42
4148,60,60,120,60
4149,44,44,88,44
4150,17,17,34,17
4151,17,17,34,17
4152,117,117,234,117
4153,95,95,190,95
4154,90,90,180,90
4155,32,32,64,32
4156,87,87,174,87
4160,25,25,50,25
4161,31,31,62,31
4162,28,28,56,28
4163,12,12,24,12
4164,32,32,64,32
4165,14,14,28,14
4166,97,97,194,97
4167,59,59,118,59
4169,41,41,82,41
4170,44,44,88,44
4171,8,8,16,8
4172,7,7,14,7
4173,49,49,98,49
4174,58,58,116,58
4175,67,67,134,67
4176,48,48,96,48
4177,8,8,16,8
4178,48,48,96,48
4179,16,16,32,16
4180,60,60,120,60
4181,10,10,20,10
4182,69,69,138,69
4183,91,91,182,91
4184,47,47,94,47
4185,42,42,84,42
4186,7,7,14,7
4187,46,46,92,46
4188,13,13,26,13
4189,8,8,16,8
4190,8,8,16,8
4191,67,67,134,67
4193,92,92,184,92
4194,16,16,32,16
4195,34,34,68,34
4196,6,6,12,6
4197,74,74,148,74
4198,11,11,22,11
4199,10,10,20,10
4200,21,21,42,21
4201,43,43,86,43
4202,5,5,10,5
4203,47,47,94,47
4205,10,10,20,10
4206,20,20,40,20
4209,39,39,78,39
4210,23,23,46,23
4211,10,10,20,10
4213,59,59,118,59
4214,11,11,22,11
4216,50,50,100,50
4217,20,20,40,20
4218,59,59,118,59
4219,9,9,18,9
4220,38,38,76,38
4221,44,44,88,44
4222,6,6,12,6
4223,123,123,246,123
4224,44,44,88,44
4225,11,11,22,11
4226,39,39,78,39
4227,61,61,122,61
4228,51,51,102,51
4229,8,8,16,8
4230,54,54,108,54
4231,8,8,16,8
4232,73,73,146,73
4233,17,17,34,17
4234,25,25,50,25
4235,37,37,74,37
4236,20,20,40,20
4237,26,26,52,26
4238,44,44,88,44
4239,51,51,102,51
4240,18,18,36,18
4241,40,40,80,40
4242,12,12,24,12
4243,8,8,16,8
4244,28,28,56,28
4245,15,15,30,15
4246,36,36,72,36
4247,32,32,64,32
4248,52,52,104,52
4249,31,31,62,31
4251,10,10,20,10
4252,27,27,54,27
4253,9,9,18,9
4254,16,16,32,16
4256,6,6,12,6
4259,3,3,6,3
4260,2,2,4,2
4262,4,4,8,4
4263,4,4,8,4
4272,11,11,22,11
4274,4,4,8,4
4275,31,31,62,31
4276,71,71,142,71
4277,17,17,34,17
4279,11,11,22,11
4280,11,11,22,11
4281,39,39,78,39
4282,20,20,40,20
4283,14,14,28,14
4284,31,31,62,31
4285,15,15,30,15
4286,14,14,28,14
4287,7,7,14,7
4288,33,33,66,33
4289,43,43,86,43
4290,15,15,30,15
4291,10,10,20,10
4292,22,22,44,22
4293,71,71,142,71
4294,50,50,100,50
4295,19,19,38,19
4296,19,19,38,19
4297,44,44,88,44
4298,36,36,72,36
4300,9,9,18,9
4302,12,12,24,12
4303,11,11,22,11
4304,11,11,22,11
4305,48,48,96,48
4306,31,31,62,31
4307,66,66,132,66
4308,21,21,42,21
4309,13,13,26,13
4310,42,42,84,42
4311,10,10,20,10
4312,13,13,26,13
4313,16,16,32,16
4314,12,12,24,12
4316,8,8,16,8
4317,18,18,36,18
4318,29,29,58,29
4323,49,49,98,49
4335,20,20,40,20
4340,44,44,88,44
4345,12,12,24,12
4348,6,6,12,6
4349,30,30,60,30
4351,6,6,12,6
4352,10,10,20,10
4353,24,24,48,24
4354,12,12,24,12
4355,18,18,36,18
4356,41,41,82,41
4357,18,18,36,18
4358,27,27,54,27
4359,13,13,26,13
4360,14,14,28,14
4361,18,18,36,18
4362,32,32,64,32
4363,11,11,22,11
4364,10,10,20,10
4365,64,64,128,64
4366,28,28,56,28
4367,39,39,78,39
4368,21,21,42,21
4369,36,36,72,36
4370,29,29,58,29
4371,50,50,100,50
4373,42,42,84,42
4374,59,59,118,59
4375,34,34,68,34
4376,38,38,76,38
4377,23,23,46,23
4378,101,101,202,101
4379,49,49,98,49
4380,22,22,44,22
4381,15,15,30,15
4382,11,11,22,11
4383,11,11,22,11
4385,39,39,78,39
4386,26,26,52,26
4387,23,23,46,23
4388,61,61,122,61
4389,17,17,34,17
4390,8,8,16,8
4392,50,50,100,50
4393,68,68,136,68
4394,8,8,16,8
4395,21,21,42,21
4396,46,46,92,46
4397,59,59,118,59
4398,137,137,274,137
4400,8,8,16,8
4401,10,10,20,10
4403,5,5,10,5
4405,71,71,142,71
4408,3,3,6,3
4412,39,39,78,39
4413,13,13,26,13
4418,7,7,14,7
4421,11,11,22,11
4424,54,54,108,54
4426,41,41,82,41
4430,6,6,12,6
4434,15,15,30,15
4439,9,9,18,9
4440,48,48,96,48
4447,7,7,14,7
4449,13,13,26,13
4450,11,11,22,11
4451,16,16,32,16
4452,21,21,42,21
4453,8,8,16,8
4454,10,10,20,10
4455,23,23,46,23
4459,23,23,46,23
4460,12,12,24,12
4461,26,26,52,26
4462,3,3,6,3
4465,11,11,22,11
4466,31,31,62,31
4467,18,18,36,18
4468,11,11,22,11
4470,9,9,18,9
4471,8,8,16,8
4472,7,7,14,7
4474,7,7,14,7
4476,10,10,20,10
4477,21,21,42,21
4478,7,7,14,7
4480,65,65,130,65
4481,5,5,10,5
4483,22,22,44,22
4484,13,13,26,13
4485,5,5,10,5
4486,54,54,108,54
4487,7,7,14,7
4488,21,21,42,21
4489,23,23,46,23
4490,25,25,50,25
4493,9,9,18,9
4494,10,10,20,10
4495,14,14,28,14
4496,15,15,30,15
4497,47,47,94,47
4498,33,33,66,33
4499,26,26,52,26
4500,11,11,22,11
4502,11,11,22,11
4504,24,24,48,24
4505,17,17,34,17
4506,13,13,26,13
4507,7,7,14,7
4508,14,14,28,14
4509,11,11,22,11
4510,19,19,38,19
4511,17,17,34,17
4512,5,5,10,5
4513,79,79,158,79
4514,16,16,32,16
4515,41,41,82,41
4516,9,9,18,9
4517,15,15,30,15
4519,59,59,118,59
4520,34,34,68,34
4521,78,78,156,78
4522,13,13,26,13
4524,135,135,270,135
4525,29,29,58,29
4526,8,8,16,8
4527,27,27,54,27
4528,16,16,32,16
4529,50,50,100,50
4530,55,55,110,55
4531,80,80,160,80
4532,40,40,80,40
4533,7,7,14,7
4534,100,100,200,100
4535,60,60,120,60
4536,7,7,14,7
4537,10,10,20,10
4538,59,59,118,59
4539,21,21,42,21
4540,27,27,54,27
4541,10,10,20,10
4542,52,52,104,52
4543,26,26,52,26
4544,31,31,62,31
4545,20,20,40,20
4546,37,37,74,37
4547,25,25,50,25
4548,19,19,38,19
4549,64,64,128,64
4550,12,12,24,12
4551,30,30,60,30
4552,55,55,110,55
4553,18,18,36,18
4555,14,14,28,14
4556,59,59,118,59
4558,17,17,34,17
4559,45,45,90,45
4560,17,17,34,17
4561,18,18,36,18
4562,27,27,54,27
4563,15,15,30,15
4564,11,11,22,11
4565,4,4,8,4
4566,12,12,24,12
4567,5,5,10,5
4568,35,35,70,35
4569,49,49,98,49
4570,8,8,16,8
4572,47,47,94,47
4573,5,5,10,5
4574,7,7,14,7
4575,14,14,28,14
4577,13,13,26,13
4578,33,33,66,33
4582,11,11,22,11
4584,10,10,20,10
4585,11,11,22,11
4586,17,17,34,17
4587,6,6,12,6
4588,30,30,60,30
4589,13,13,26,13
4590,7,7,14,7
4591,10,10,20,10
4592,6,6,12,6
4594,3,3,6,3
4599,39,39,78,39
4600,25,25,50,25
4601,27,27,54,27
4602,7,7,14,7
4603,71,71,142,71
4604,9,9,18,9
4605,75,75,150,75
4606,54,54,108,54
4607,7,7,14,7
4608,13,13,26,13
4609,8,8,16,8
4611,57,57,114,57
4614,9,9,18,9
4615,16,16,32,16
4616,102,102,204,102
4617,32,32,64,32
4618,169,169,338,169
4619,30,30,60,30
4621,3,3,6,3
4622,52,52,104,52
4623,16,16,32,16
4624,13,13,26,13
4625,28,28,56,28
4626,12,12,24,12
4639,6,6,12,6
4642,37,37,74,37
4643,7,7,14,7
4644,8,8,16,8
4645,24,24,48,24
4646,6,6,12,6
4647,7,7,14,7
4649,8,8,16,8
4650,1,1,2,1
4651,20,20,40,20
4652,6,6,12,6
4656,6,6,12,6
4660,9,9,18,9
4661,6,6,12,6
4662,6,6,12,6
4663,8,8,16,8
4664,6,6,12,6
4665,6,6,12,6
4667,6,6,12,6
4671,9,9,18,9
4676,109,109,218,109
4677,85,85,170,85
4678,23,23,46,23
4679,11,11,22,11
4680,55,55,110,55
4681,174,174,348,174
4682,18,18,36,18
4683,39,39,78,39
4684,54,54,108,54
4685,10,10,20,10
4686,35,35,70,35
4687,83,83,166,83
4688,42,42,84,42
4689,16,16,32,16
4690,20,20,40,20
4691,25,25,50,25
4692,63,63,126,63
4693,13,13,26,13
4694,61,61,122,61
4695,20,20,40,20
4697,70,70,140,70
4698,15,15,30,15
4699,24,24,48,24
4700,50,50,100,50
4701,22,22,44,22
4702,15,15,30,15
4703,23,23,46,23
4704,88,88,176,88
4706,23,23,46,23
4707,12,12,24,12
4708,19,19,38,19
4709,6,6,12,6
4710,6,6,12,6
4711,6,6,12,6
4713,17,17,34,17
4714,27,27,54,27
4716,41,41,82,41
4717,38,38,76,38
4718,84,84,168,84
4719,29,29,58,29
4720,8,8,16,8
4721,13,13,26,13
4722,10,10,20,10
4723,71,71,142,71
4724,16,16,32,16
4726,8,8,16,8
4728,21,21,42,21
4729,25,25,50,25
4730,13,13,26,13
4731,12,12,24,12
4732,8,8,16,8
4733,6,6,12,6
4734,8,8,16,8
4735,163,163,326,163
4736,46,46,92,46
4737,153,153,306,153
4738,11,11,22,11
4739,82,82,164,82
4740,39,39,78,39
4741,8,8,16,8
4742,6,6,12,6
4743,11,11,22,11
4744,37,37,74,37
4745,38,38,76,38
4746,248,248,496,248
4747,112,112,224,112
4748,8,8,16,8
4749,8,8,16,8
4750,8,8,16,8
4751,8,8,16,8
4752,31,31,62,31
4753,91,91,182,91
4754,16,16,32,16
4755,318,318,636,318
4756,74,74,148,74
4757,56,56,112,56
4758,56,56,112,56
4759,8,8,16,8
4760,21,21,42,21
4766,29,29,58,29
4767,33,33,66,33
4769,30,30,60,30
4770,12,12,24,12
4776,12,12,24,12
4778,9,9,18,9
4782,7,7,14,7
4784,9,9,18,9
4787,10,10,20,10
4789,14,14,28,14
4790,11,11,22,11
4791,34,34,68,34
4792,13,13,26,13
4793,40,40,80,40
4795,6,6,12,6
4797,6,6,12,6
4798,11,11,22,11
4799,5,5,10,5
4800,38,38,76,38
4801,13,13,26,13
4808,7,7,14,7
4809,45,45,90,45
4810,13,13,26,13
4811,21,21,42,21
4812,15,15,30,15
4813,8,8,16,8
4814,15,15,30,15
4815,46,46,92,46
4816,6,6,12,6
4817,27,27,54,27
4818,6,6,12,6
4819,16,16,32,16
4820,42,42,84,42
4821,8,8,16,8
4824,15,15,30,15
4825,23,23,46,23
4826,33,33,66,33
4827,51,51,102,51
4828,56,56,112,56
4832,9,9,18,9
4835,54,54,108,54
4836,24,24,48,24
4837,32,32,64,32
4838,62,62,124,62
4839,33,33,66,33
4840,14,14,28,14
4841,26,26,52,26
4842,58,58,116,58
4843,13,13,26,13
4844,41,41,82,41
4846,36,36,72,36
4847,65,65,130,65
4849,6,6,12,6
4850,6,6,12,6
4851,15,15,30,15
4852,12,12,24,12
4853,18,18,36,18
4854,8,8,16,8
4855,15,15,30,15
4858,37,37,74,37
4860,13,13,26,13
4863,23,23,46,23
4864,78,78,156,78
4866,16,16,32,16
4867,3,3,6,3
4868,19,19,38,19
4869,8,8,16,8
4871,8,8,16,8
4872,8,8,16,8
4874,8,8,16,8
4875,6,6,12,6
4876,10,10,20,10
4878,26,26,52,26
4879,8,8,16,8
4880,65,65,130,65
4881,7,7,14,7
4882,12,12,24,12
4883,30,30,60,30
4884,45,45,90,45
4885,20,20,40,20
4886,16,16,32,16
4887,10,10,20,10
4888,13,13,26,13
4890,13,13,26,13
4891,13,13,26,13
4892,6,6,12,6
4893,7,7,14,7
4894,13,13,26,13
4895,10,10,20,10
4896,12,12,24,12
4897,15,15,30,15
4898,30,30,60,30
4899,8,8,16,8
4900,25,25,50,25
4901,5,5,10,5
4904,7,7,14,7
4910,4,4,8,4
4911,3,3,6,3
4914,4,4,8,4
4915,5,5,10,5
4920,4,4,8,4
4921,9,9,18,9
4925,7,7,14,7
4933,4,4,8,4
4937,6,6,12,6
4938,8,8,16,8
4939,2,2,4,2
4940,4,4,8,4
4946,3,3,6,3
4947,25,25,50,25
4949,6,6,12,6
4952,44,44,88,44
4959,1,1,2,1
4960,6,6,12,6
4969,5,5,10,5
4970,45,45,90,45
4974,5,5,10,5
4983,12,12,24,12
4987,5,5,10,5
4991,59,59,118,59
4995,26,26,52,26
5001,8,8,16,8
5010,22,22,44,22
5017,13,13,26,13
5018,9,9,18,9
5020,36,36,72,36
5021,7,7,14,7
5022,9,9,18,9
5023,3,3,6,3
5024,5,5,10,5
5025,5,5,10,5
5026,5,5,10,5
5027,7,7,14,7
5028,6,6,12,6
5029,9,9,18,9
5030,145,145,290,145
5032,5,5,10,5
5033,27,27,54,27
5035,6,6,12,6
5036,59,59,118,59
5037,6,6,12,6
5038,88,88,176,88
5041,18,18,36,18
5042,17,17,34,17
5045,14,14,28,14
5046,14,14,28,14
5049,4,4,8,4
5050,12,12,24,12
5051,25,25,50,25
5052,34,34,68,34
5053,85,85,170,85
5057,4,4,8,4
5061,10,10,20,10
5064,5,5,10,5
5065,11,11,22,11
5066,8,8,16,8
5067,11,11,22,11
5068,12,12,24,12
5069,11,11,22,11
5070,7,7,14,7
5071,4,4,8,4
5073,4,4,8,4
5074,37,37,74,37
5075,100,100,200,100
5076,17,17,34,17
5077,21,21,42,21
5082,28,28,56,28
5083,19,19,38,19
5084,17,17,34,17
5088,23,23,46,23
5090,22,22,44,22
5091,12,12,24,12
5100,11,11,22,11
5102,16,16,32,16
5103,14,14,28,14
5104,21,21,42,21
5105,16,16,32,16
5110,19,19,38,19
5112,8,8,16,8
5117,8,8,16,8
5118,39,39,78,39
5125,7,7,14,7
5128,23,23,46,23
5130,15,15,30,15
5131,8,8,16,8
5133,8,8,16,8
5134,18,18,36,18
5135,17,17,34,17
5136,6,6,12,6
5138,6,6,12,6
5140,6,6,12,6
5141,33,33,66,33
5142,26,26,52,26
5144,33,33,66,33
5145,20,20,40,20
5146,39,39,78,39
5147,13,13,26,13
5148,68,68,136,68
5149,18,18,36,18
5150,48,48,96,48
5151,8,8,16,8
5152,24,24,48,24
5153,6,6,12,6
5155,14,14,28,14
5156,6,6,12,6
5157,16,16,32,16
5158,29,29,58,29
5159,6,6,12,6
5163,11,11,22,11
5164,30,30,60,30
5165,21,21,42,21
5166,16,16,32,16
5167,69,69,138,69
5168,20,20,40,20
5169,6,6,12,6
5170,39,39,78,39
5171,12,12,24,12
5172,22,22,44,22
5174,8,8,16,8
5175,7,7,14,7
5177,14,14,28,14
5178,12,12,24,12
5180,6,6,12,6
5184,9,9,18,9
5186,15,15,30,15
5187,20,20,40,20
5189,6,6,12,6
5190,4,4,8,4
5192,3,3,6,3
5193,28,28,56,28
5194,57,57,114,57
5195,34,34,68,34
5196,33,33,66,33
5197,12,12,24,12
5199,30,30,60,30
5201,38,38,76,38
5202,63,63,126,63
5203,129,129,258,129
5205,29,29,58,29
5207,19,19,38,19
5208,37,37,74,37
5209,8,8,16,8
5210,22,22,44,22
5211,28,28,56,28
5212,26,26,52,26
5213,9,9,18,9
5214,27,27,54,27
5215,21,21,42,21
5216,7,7,14,7
5217,135,135,270,135
5218,90,90,180,90
5220,113,113,226,113
5221,17,17,34,17
5222,82,82,164,82
5223,45,45,90,45
5224,68,68,136,68
5225,35,35,70,35
5226,48,48,96,48
5230,18,18,36,18
5231,44,44,88,44
5233,10,10,20,10
5234,12,12,24,12
5235,10,10,20,10
5237,286,286,572,286
5240,6,6,12,6
5242,12,12,24,12
5243,52,52,104,52
5244,13,13,26,13
5245,8,8,16,8
5246,35,35,70,35
5247,8,8,16,8
5248,15,15,30,15
5250,9,9,18,9
5251,15,15,30,15
5252,36,36,72,36
5253,22,22,44,22
5254,9,9,18,9
5255,10,10,20,10
5256,94,94,188,94
5257,44,44,88,44
5259,119,119,238,119
5260,91,91,182,91
5264,22,22,44,22
5265,10,10,20,10
5266,14,14,28,14
5270,46,46,92,46
5271,12,12,24,12
5273,8,8,16,8
5274,14,14,28,14
5275,20,20,40,20
5276,73,73,146,73
5277,91,91,182,91
5279,20,20,40,20
5280,8,8,16,8
5284,24,24,48,24
5285,23,23,46,23
5286,68,68,136,68
5287,53,53,106,53
5291,9,9,18,9
5292,8,8,16,8
5294,22,22,44,22
5295,32,32,64,32
5297,28,28,56,28
5299,54,54,108,54
5300,20,20,40,20
5301,28,28,56,28
5302,26,26,52,26
5303,9,9,18,9
5307,9,9,18,9
5308,28,28,56,28
5309,10,10,20,10
5311,21,21,42,21
5313,10,10,20,10
5314,19,19,38,19
5315,53,53,106,53
5316,32,32,64,32
5317,7,7,14,7
5318,17,17,34,17
5319,25,25,50,25
5320,22,22,44,22
5321,10,10,20,10
5322,29,29,58,29
5327,13,13,26,13
5328,12,12,24,12
5331,19,19,38,19
5332,11,11,22,11
5333,80,80,160,80
5334,6,6,12,6
5336,31,31,62,31
5338,31,31,62,31
5339,35,35,70,35
5340,19,19,38,19
5343,9,9,18,9
5344,5,5,10,5
5345,48,48,96,48
5347,17,17,34,17
5348,9,9,18,9
5351,22,22,44,22
5352,26,26,52,26
5353,28,28,56,28
5354,15,15,30,15
5355,9,9,18,9
5357,6,6,12,6
5358,6,6,12,6
5362,6,6,12,6
5363,6,6,12,6
5364,6,6,12,6
5365,24,24,48,24
5366,8,8,16,8
5368,8,8,16,8
5372,16,16,32,16
5375,33,33,66,33
5376,61,61,122,61
5379,10,10,20,10
5382,95,95,190,95
5384,136,136,272,136
5385,6,6,12,6
5388,6,6,12,6
5390,18,18,36,18
5391,17,17,34,17
5394,15,15,30,15
5395,10,10,20,10
5398,54,54,108,54
5399,6,6,12,6
5400,12,12,24,12
5402,14,14,28,14
5403,6,6,12,6
5404,6,6,12,6
5405,6,6,12,6
5406,94,94,188,94
5407,6,6,12,6
5410,147,147,294,147
5412,7,7,14,7
5413,34,34,68,34
5415,22,22,44,22
5416,15,15,30,15
5417,5,5,10,5
5418,20,20,40,20
5419,54,54,108,54
5420,6,6,12,6
5421,10,10,20,10
5422,24,24,48,24
5424,24,24,48,24
5425,8,8,16,8
5426,76,76,152,76
5427,7,7,14,7
5428,18,18,36,18
5429,12,12,24,12
5430,28,28,56,28
5431,18,18,36,18
5432,14,14,28,14
5434,132,132,264,132
5435,6,6,12,6
5436,6,6,12,6
5437,37,37,74,37
5438,44,44,88,44
5439,7,7,14,7
5441,17,17,34,17
5446,5,5,10,5
5447,5,5,10,5
5450,32,32,64,32
5451,22,22,44,22
5452,6,6,12,6
5453,6,6,12,6
5455,12,12,24,12
5456,11,11,22,11
5459,71,71,142,71
5460,23,23,46,23
5461,10,10,20,10
5462,12,12,24,12
5463,5,5,10,5
5464,71,71,142,71
5465,53,53,106,53
5466,21,21,42,21
5467,41,41,82,41
5469,20,20,40,20
5470,20,20,40,20
5471,67,67,134,67
5473,6,6,12,6
5474,6,6,12,6
5475,6,6,12,6
5476,11,11,22,11
5478,19,19,38,19
5481,6,6,12,6
5482,18,18,36,18
5483,17,17,34,17
5484,7,7,14,7
5485,10,10,20,10
5486,7,7,14,7
5487,10,10,20,10
5488,9,9,18,9
5489,13,13,26,13
5490,57,57,114,57
5491,30,30,60,30
5493,6,6,12,6
5494,57,57,114,57
5495,6,6,12,6
5496,5,5,10,5
5497,23,23,46,23
5498,44,44,88,44
5499,15,15,30,15
5500,69,69,138,69
5504,6,6,12,6
5505,60,60,120,60
5506,6,6,12,6
5507,30,30,60,30
5509,10,10,20,10
5511,7,7,14,7
5515,14,14,28,14
5517,15,15,30,15
5518,32,32,64,32
5519,21,21,42,21
5521,12,12,24,12
5526,7,7,14,7
5527,16,16,32,16
5528,8,8,16,8
5529,8,8,16,8
5531,11,11,22,11
5536,122,122,244,122
5550,7,7,14,7
5552,55,55,110,55
5553,19,19,38,19
5554,9,9,18,9
5555,6,6,12,6
5556,8,8,16,8
5557,9,9,18,9
5565,16,16,32,16
5586,8,8,16,8
5587,17,17,34,17
5614,110,110,220,110
5621,5,5,10,5
5624,5,5,10,5
5625,17,17,34,17
5629,8,8,16,8
5632,47,47,94,47
5637,32,32,64,32
5638,27,27,54,27
5639,14,14,28,14
5640,7,7,14,7
5641,19,19,38,19
5645,36,36,72,36
5647,6,6,12,6
5648,11,11,22,11
5649,10,10,20,10
5652,6,6,12,6
5653,6,6,12,6
5654,13,13,26,13
5655,8,8,16,8
5656,9,9,18,9
5657,6,6,12,6
5658,18,18,36,18
5659,6,6,12,6
5660,29,29,58,29
5661,11,11,22,11
