node_id,in_degree,out_degree,total_degree,undirected_degree
17501,12,12,24,12
17507,11,11,22,11
17512,7,7,14,7
17514,7,7,14,7
17520,6,6,12,6
17521,6,6,12,6
17525,7,7,14,7
17527,6,6,12,6
17528,6,6,12,6
17541,11,11,22,11
17548,13,13,26,13
17553,7,7,14,7
17564,7,7,14,7
17565,8,8,16,8
17582,7,7,14,7
17604,9,9,18,9
17607,3,3,6,3
17615,7,7,14,7
17626,8,8,16,8
17631,4,4,8,4
17635,9,9,18,9
17637,9,9,18,9
17642,5,5,10,5
17657,5,5,10,5
17670,11,11,22,11
17672,7,7,14,7
17690,9,9,18,9
17703,8,8,16,8
17706,8,8,16,8
17712,9,9,18,9
17727,7,7,14,7
17729,6,6,12,6
17730,6,6,12,6
17739,3,3,6,3
17748,19,19,38,19
17749,5,5,10,5
17750,7,7,14,7
17810,6,6,12,6
17813,7,7,14,7
17814,8,8,16,8
17816,10,10,20,10
17817,14,14,28,14
17818,11,11,22,11
17819,12,12,24,12
17820,6,6,12,6
17821,8,8,16,8
17822,6,6,12,6
17824,14,14,28,14
17831,8,8,16,8
17832,2,2,4,2
17838,7,7,14,7
17857,10,10,20,10
17861,6,6,12,6
17874,5,5,10,5
17889,6,6,12,6
17890,6,6,12,6
17891,6,6,12,6
17893,15,15,30,15
17904,5,5,10,5
17920,15,15,30,15
17921,15,15,30,15
17922,13,13,26,13
17925,4,4,8,4
17926,8,8,16,8
17927,5,5,10,5
17934,6,6,12,6
17935,6,6,12,6
17939,9,9,18,9
17940,10,10,20,10
17941,10,10,20,10
17942,10,10,20,10
17943,12,12,24,12
17948,9,9,18,9
17949,7,7,14,7
17959,7,7,14,7
17960,7,7,14,7
17961,6,6,12,6
17962,6,6,12,6
17963,7,7,14,7
17968,12,12,24,12
17969,9,9,18,9
17971,5,5,10,5
17974,5,5,10,5
17975,10,10,20,10
17980,6,6,12,6
17982,6,6,12,6
17985,14,14,28,14
17987,6,6,12,6
17993,7,7,14,7
17995,9,9,18,9
18000,18,18,36,18
18009,9,9,18,9
18010,6,6,12,6
18013,8,8,16,8
18018,10,10,20,10
18020,4,4,8,4
18023,6,6,12,6
18024,6,6,12,6
18025,6,6,12,6
18029,10,10,20,10
18030,6,6,12,6
18033,7,7,14,7
18035,8,8,16,8
18056,3,3,6,3
18061,6,6,12,6
18067,8,8,16,8
18068,6,6,12,6
18071,10,10,20,10
18073,6,6,12,6
18079,5,5,10,5
18083,4,4,8,4
18088,3,3,6,3
18090,4,4,8,4
18115,18,18,36,18
18116,6,6,12,6
18117,6,6,12,6
18120,7,7,14,7
18123,10,10,20,10
18129,6,6,12,6
18130,6,6,12,6
18131,6,6,12,6
18134,6,6,12,6
18139,6,6,12,6
18147,6,6,12,6
18149,6,6,12,6
18152,11,11,22,11
18159,3,3,6,3
18181,6,6,12,6
18184,2,2,4,2
18187,6,6,12,6
18188,6,6,12,6
18189,6,6,12,6
18190,5,5,10,5
18198,8,8,16,8
18199,6,6,12,6
18201,7,7,14,7
18208,6,6,12,6
18237,6,6,12,6
18244,6,6,12,6
18245,6,6,12,6
18251,6,6,12,6
18252,6,6,12,6
18258,7,7,14,7
18260,7,7,14,7
18265,10,10,20,10
18268,5,5,10,5
18272,7,7,14,7
18278,5,5,10,5
18279,1,1,2,1
18281,6,6,12,6
18282,6,6,12,6
18283,10,10,20,10
18287,5,5,10,5
18288,3,3,6,3
18293,9,9,18,9
18294,3,3,6,3
18310,6,6,12,6
18311,2,2,4,2
18373,2,2,4,2
18375,4,4,8,4
18384,2,2,4,2
18387,6,6,12,6
18399,4,4,8,4
18406,10,10,20,10
18414,6,6,12,6
18415,6,6,12,6
18441,3,3,6,3
18472,3,3,6,3
18473,3,3,6,3
18474,4,4,8,4
18490,6,6,12,6
18493,6,6,12,6
18531,6,6,12,6
18567,12,12,24,12
18581,7,7,14,7
18590,11,11,22,11
18591,6,6,12,6
18593,19,19,38,19
18598,5,5,10,5
18599,3,3,6,3
18600,5,5,10,5
18601,11,11,22,11
18602,15,15,30,15
18603,24,24,48,24
18604,4,4,8,4
18605,4,4,8,4
18610,15,15,30,15
18611,6,6,12,6
18612,15,15,30,15
18616,8,8,16,8
18617,6,6,12,6
18618,6,6,12,6
18619,10,10,20,10
18620,11,11,22,11
18621,6,6,12,6
18622,8,8,16,8
18637,15,15,30,15
18638,10,10,20,10
18645,6,6,12,6
18649,8,8,16,8
18654,27,27,54,27
18655,9,9,18,9
18656,71,71,142,71
18657,21,21,42,21
18659,29,29,58,29
18661,5,5,10,5
18662,5,5,10,5
18670,4,4,8,4
18684,7,7,14,7
18687,5,5,10,5
18689,6,6,12,6
18690,6,6,12,6
18692,6,6,12,6
18694,11,11,22,11
18697,24,24,48,24
18704,12,12,24,12
18709,10,10,20,10
18710,10,10,20,10
18711,8,8,16,8
18712,8,8,16,8
18713,20,20,40,20
18714,11,11,22,11
18716,6,6,12,6
18717,13,13,26,13
18718,6,6,12,6
18719,19,19,38,19
18720,11,11,22,11
18721,9,9,18,9
18722,4,4,8,4
18723,8,8,16,8
18724,8,8,16,8
18725,13,13,26,13
18742,4,4,8,4
18743,58,58,116,58
18744,7,7,14,7
18745,15,15,30,15
18746,35,35,70,35
18748,51,51,102,51
18752,14,14,28,14
18753,10,10,20,10
18754,6,6,12,6
18755,6,6,12,6
18756,6,6,12,6
18757,15,15,30,15
18758,12,12,24,12
18759,27,27,54,27
18764,7,7,14,7
18768,51,51,102,51
18773,1,1,2,1
18778,18,18,36,18
18786,3,3,6,3
18793,5,5,10,5
18795,6,6,12,6
18797,9,9,18,9
18803,7,7,14,7
18808,2,2,4,2
18809,11,11,22,11
18810,1,1,2,1
18815,11,11,22,11
18826,1,1,2,1
18834,10,10,20,10
18835,7,7,14,7
18836,6,6,12,6
18838,6,6,12,6
18839,7,7,14,7
18852,2,2,4,2
18856,10,10,20,10
18861,1,1,2,1
18866,3,3,6,3
18872,8,8,16,8
18880,44,44,88,44
18922,26,26,52,26
18923,6,6,12,6
18924,22,22,44,22
18925,13,13,26,13
18926,7,7,14,7
18930,26,26,52,26
18940,26,26,52,26
18943,6,6,12,6
18945,7,7,14,7
18949,6,6,12,6
18959,9,9,18,9
18972,13,13,26,13
18976,9,9,18,9
18982,10,10,20,10
18987,7,7,14,7
18989,8,8,16,8
18991,8,8,16,8
18992,7,7,14,7
18997,11,11,22,11
18998,10,10,20,10
18999,10,10,20,10
19000,7,7,14,7
19001,7,7,14,7
19002,10,10,20,10
19003,10,10,20,10
19004,7,7,14,7
19005,7,7,14,7
19006,7,7,14,7
19007,9,9,18,9
19016,8,8,16,8
19017,14,14,28,14
19018,28,28,56,28
19020,5,5,10,5
19025,8,8,16,8
19026,11,11,22,11
19033,6,6,12,6
19034,6,6,12,6
19057,12,12,24,12
19112,9,9,18,9
19113,6,6,12,6
19114,7,7,14,7
19118,9,9,18,9
19125,7,7,14,7
19126,4,4,8,4
19128,17,17,34,17
19129,6,6,12,6
19130,4,4,8,4
19131,5,5,10,5
19135,4,4,8,4
19145,6,6,12,6
19149,4,4,8,4
19152,5,5,10,5
19159,6,6,12,6
19174,6,6,12,6
19179,6,6,12,6
19185,7,7,14,7
19186,29,29,58,29
19187,37,37,74,37
19188,29,29,58,29
19190,6,6,12,6
19192,8,8,16,8
19193,12,12,24,12
19194,9,9,18,9
19195,12,12,24,12
19196,18,18,36,18
19197,19,19,38,19
19198,13,13,26,13
19200,10,10,20,10
19201,12,12,24,12
19202,3,3,6,3
19204,7,7,14,7
19205,11,11,22,11
19206,6,6,12,6
19209,7,7,14,7
19210,7,7,14,7
19211,6,6,12,6
19213,13,13,26,13
19214,17,17,34,17
19216,18,18,36,18
19217,15,15,30,15
19219,17,17,34,17
19223,1,1,2,1
19228,3,3,6,3
19232,3,3,6,3
19240,3,3,6,3
19241,3,3,6,3
19244,9,9,18,9
19248,8,8,16,8
19249,28,28,56,28
19252,4,4,8,4
19257,5,5,10,5
19258,22,22,44,22
19259,20,20,40,20
19260,14,14,28,14
19261,16,16,32,16
19266,10,10,20,10
19278,11,11,22,11
19279,5,5,10,5
19283,19,19,38,19
19284,15,15,30,15
19285,6,6,12,6
19289,9,9,18,9
19290,19,19,38,19
19292,6,6,12,6
19298,6,6,12,6
19300,11,11,22,11
19303,5,5,10,5
19304,5,5,10,5
19307,5,5,10,5
19309,3,3,6,3
19310,12,12,24,12
19311,8,8,16,8
19312,10,10,20,10
19320,5,5,10,5
19322,8,8,16,8
19323,7,7,14,7
19325,6,6,12,6
19326,9,9,18,9
19329,4,4,8,4
19347,5,5,10,5
19349,6,6,12,6
19352,6,6,12,6
19355,2,2,4,2
19356,7,7,14,7
19357,6,6,12,6
19366,6,6,12,6
19374,5,5,10,5
19379,7,7,14,7
19382,4,4,8,4
19383,6,6,12,6
19409,9,9,18,9
19410,9,9,18,9
19418,6,6,12,6
19419,6,6,12,6
19422,6,6,12,6
19445,4,4,8,4
19446,4,4,8,4
19447,4,4,8,4
19450,9,9,18,9
19462,6,6,12,6
19466,8,8,16,8
19467,27,27,54,27
19469,7,7,14,7
19470,12,12,24,12
19471,6,6,12,6
19472,6,6,12,6
19473,6,6,12,6
19474,6,6,12,6
19475,11,11,22,11
19484,2,2,4,2
19517,7,7,14,7
19524,5,5,10,5
19525,5,5,10,5
19535,10,10,20,10
19545,3,3,6,3
19546,3,3,6,3
19548,3,3,6,3
19551,9,9,18,9
19561,7,7,14,7
19562,7,7,14,7
19566,6,6,12,6
19568,8,8,16,8
19573,6,6,12,6
19574,6,6,12,6
19575,8,8,16,8
19576,6,6,12,6
19581,12,12,24,12
19589,6,6,12,6
19591,12,12,24,12
19602,5,5,10,5
19643,7,7,14,7
19647,1,1,2,1
19655,7,7,14,7
19656,7,7,14,7
19657,7,7,14,7
19658,8,8,16,8
19659,7,7,14,7
19660,7,7,14,7
19664,6,6,12,6
19665,6,6,12,6
19666,6,6,12,6
19667,6,6,12,6
19677,4,4,8,4
19684,5,5,10,5
19685,17,17,34,17
19696,6,6,12,6
19698,10,10,20,10
19700,5,5,10,5
19706,4,4,8,4
19708,11,11,22,11
19709,10,10,20,10
19710,11,11,22,11
19711,14,14,28,14
19712,15,15,30,15
19715,10,10,20,10
19716,8,8,16,8
19717,11,11,22,11
19719,7,7,14,7
19720,5,5,10,5
19721,6,6,12,6
19726,5,5,10,5
19727,12,12,24,12
19728,5,5,10,5
19731,6,6,12,6
19733,9,9,18,9
19739,7,7,14,7
19746,6,6,12,6
19750,6,6,12,6
19751,2,2,4,2
19754,3,3,6,3
19761,7,7,14,7
19764,10,10,20,10
19765,10,10,20,10
19777,5,5,10,5
19786,5,5,10,5
19815,9,9,18,9
19821,14,14,28,14
19823,5,5,10,5
19826,12,12,24,12
19829,3,3,6,3
19835,2,2,4,2
19836,5,5,10,5
19838,1,1,2,1
19840,5,5,10,5
19848,9,9,18,9
19859,6,6,12,6
19872,1,1,2,1
19875,2,2,4,2
19876,4,4,8,4
19877,5,5,10,5
19901,5,5,10,5
19912,2,2,4,2
19925,4,4,8,4
19926,8,8,16,8
19958,3,3,6,3
19962,5,5,10,5
19982,6,6,12,6
19983,2,2,4,2
19987,13,13,26,13
20007,4,4,8,4
20013,2,2,4,2
20018,3,3,6,3
20024,3,3,6,3
20030,6,6,12,6
20031,4,4,8,4
20051,2,2,4,2
20157,7,7,14,7
20177,3,3,6,3
20183,6,6,12,6
20189,2,2,4,2
20203,7,7,14,7
20205,6,6,12,6
20206,19,19,38,19
20207,15,15,30,15
20208,29,29,58,29
20212,7,7,14,7
20216,7,7,14,7
20217,10,10,20,10
20218,9,9,18,9
20220,4,4,8,4
20221,14,14,28,14
20222,13,13,26,13
20223,12,12,24,12
20224,8,8,16,8
20229,9,9,18,9
20230,13,13,26,13
20231,14,14,28,14
20232,18,18,36,18
20236,6,6,12,6
20237,19,19,38,19
20238,18,18,36,18
20243,5,5,10,5
20244,11,11,22,11
20248,5,5,10,5
20250,9,9,18,9
20253,7,7,14,7
20254,9,9,18,9
20255,13,13,26,13
20257,14,14,28,14
20260,7,7,14,7
20264,9,9,18,9
20265,6,6,12,6
20266,7,7,14,7
20267,6,6,12,6
20268,16,16,32,16
20277,8,8,16,8
20280,1,1,2,1
20285,16,16,32,16
20286,8,8,16,8
20287,6,6,12,6
20288,14,14,28,14
20290,20,20,40,20
20291,7,7,14,7
20297,30,30,60,30
20298,10,10,20,10
20300,5,5,10,5
20301,6,6,12,6
20302,6,6,12,6
20306,8,8,16,8
20307,6,6,12,6
20311,7,7,14,7
20317,5,5,10,5
20318,20,20,40,20
20327,12,12,24,12
20330,7,7,14,7
20334,6,6,12,6
20336,50,50,100,50
20343,5,5,10,5
20346,12,12,24,12
20349,5,5,10,5
20352,4,4,8,4
20353,16,16,32,16
20356,9,9,18,9
20361,16,16,32,16
20362,7,7,14,7
20366,7,7,14,7
20372,8,8,16,8
20374,1,1,2,1
20378,6,6,12,6
20395,4,4,8,4
20439,3,3,6,3
20448,2,2,4,2
20472,5,5,10,5
20476,6,6,12,6
20482,3,3,6,3
20542,2,2,4,2
20579,4,4,8,4
20608,42,42,84,42
20609,47,47,94,47
20610,25,25,50,25
20611,32,32,64,32
20612,11,11,22,11
20613,10,10,20,10
20614,21,21,42,21
20615,11,11,22,11
20616,55,55,110,55
20617,50,50,100,50
20618,50,50,100,50
20619,17,17,34,17
20620,58,58,116,58
20621,22,22,44,22
20623,15,15,30,15
20624,23,23,46,23
20625,38,38,76,38
20626,32,32,64,32
20627,24,24,48,24
20628,16,16,32,16
20629,15,15,30,15
20632,12,12,24,12
20633,11,11,22,11
20634,12,12,24,12
20638,9,9,18,9
20639,8,8,16,8
20643,8,8,16,8
20644,6,6,12,6
20652,3,3,6,3
20654,5,5,10,5
20659,6,6,12,6
20661,8,8,16,8
20665,3,3,6,3
20668,3,3,6,3
20669,7,7,14,7
20675,5,5,10,5
20692,3,3,6,3
20711,3,3,6,3
20752,18,18,36,18
20754,5,5,10,5
20755,11,11,22,11
20758,7,7,14,7
20761,6,6,12,6
20762,12,12,24,12
20764,4,4,8,4
20796,4,4,8,4
20805,20,20,40,20
20812,11,11,22,11
20820,5,5,10,5
20821,6,6,12,6
20827,7,7,14,7
20828,7,7,14,7
20829,6,6,12,6
20831,7,7,14,7
20849,8,8,16,8
20853,12,12,24,12
20854,7,7,14,7
20856,1,1,2,1
20878,7,7,14,7
20884,3,3,6,3
20897,4,4,8,4
20907,5,5,10,5
20908,7,7,14,7
20909,5,5,10,5
20911,5,5,10,5
20914,7,7,14,7
20918,5,5,10,5
20919,1,1,2,1
20923,3,3,6,3
20931,13,13,26,13
20932,10,10,20,10
20934,6,6,12,6
20935,14,14,28,14
20936,13,13,26,13
20937,10,10,20,10
20938,10,10,20,10
20939,13,13,26,13
20940,10,10,20,10
20942,12,12,24,12
20943,10,10,20,10
20944,7,7,14,7
20945,11,11,22,11
20952,9,9,18,9
20953,8,8,16,8
20954,9,9,18,9
20956,6,6,12,6
20957,9,9,18,9
20958,8,8,16,8
20963,2,2,4,2
20966,1,1,2,1
20967,11,11,22,11
20969,5,5,10,5
20985,5,5,10,5
20990,10,10,20,10
20991,6,6,12,6
20992,6,6,12,6
20997,6,6,12,6
20998,4,4,8,4
20999,4,4,8,4
21002,6,6,12,6
21026,1,1,2,1
21027,2,2,4,2
21092,5,5,10,5
21101,23,23,46,23
21102,6,6,12,6
21103,11,11,22,11
21105,7,7,14,7
21106,6,6,12,6
21108,6,6,12,6
21113,6,6,12,6
21114,6,6,12,6
21115,6,6,12,6
21116,6,6,12,6
21117,13,13,26,13
21118,6,6,12,6
21119,12,12,24,12
21120,6,6,12,6
21121,12,12,24,12
21122,6,6,12,6
21123,6,6,12,6
21124,6,6,12,6
21125,7,7,14,7
21126,5,5,10,5
21129,7,7,14,7
21130,5,5,10,5
21133,4,4,8,4
21136,4,4,8,4
21159,7,7,14,7
21160,8,8,16,8
21161,7,7,14,7
21236,2,2,4,2
21241,8,8,16,8
21253,8,8,16,8
21254,4,4,8,4
21255,9,9,18,9
21257,9,9,18,9
21258,9,9,18,9
21259,6,6,12,6
21284,2,2,4,2
21286,1,1,2,1
21319,10,10,20,10
21323,6,6,12,6
21324,6,6,12,6
21325,6,6,12,6
21326,6,6,12,6
21327,6,6,12,6
21328,6,6,12,6
21336,12,12,24,12
21339,4,4,8,4
21344,3,3,6,3
21346,9,9,18,9
21347,5,5,10,5
21350,3,3,6,3
21366,6,6,12,6
21367,6,6,12,6
21368,6,6,12,6
21369,6,6,12,6
21370,6,6,12,6
21371,6,6,12,6
21389,6,6,12,6
21390,9,9,18,9
21391,7,7,14,7
21392,7,7,14,7
21393,8,8,16,8
21394,9,9,18,9
21396,6,6,12,6
21397,63,63,126,63
21398,38,38,76,38
21399,15,15,30,15
21401,63,63,126,63
21402,16,16,32,16
21403,34,34,68,34
21404,41,41,82,41
21405,12,12,24,12
21406,26,26,52,26
21407,25,25,50,25
21408,20,20,40,20
21409,29,29,58,29
21411,16,16,32,16
21412,18,18,36,18
21413,22,22,44,22
21415,37,37,74,37
21416,6,6,12,6
21417,6,6,12,6
21418,6,6,12,6
21419,6,6,12,6
21420,32,32,64,32
21421,6,6,12,6
21422,11,11,22,11
21423,37,37,74,37
21424,13,13,26,13
21425,35,35,70,35
21426,24,24,48,24
21427,6,6,12,6
21428,6,6,12,6
21431,23,23,46,23
21432,40,40,80,40
21447,7,7,14,7
21458,3,3,6,3
21462,6,6,12,6
21463,6,6,12,6
21464,9,9,18,9
21465,6,6,12,6
21472,9,9,18,9
21473,6,6,12,6
21475,4,4,8,4
21476,4,4,8,4
21485,8,8,16,8
21488,41,41,82,41
21496,6,6,12,6
21497,24,24,48,24
21504,9,9,18,9
21506,11,11,22,11
21510,9,9,18,9
21518,6,6,12,6
21527,8,8,16,8
21528,14,14,28,14
21532,8,8,16,8
21533,6,6,12,6
21534,15,15,30,15
21544,29,29,58,29
21545,29,29,58,29
21550,10,10,20,10
21556,6,6,12,6
21559,6,6,12,6
21579,6,6,12,6
21580,35,35,70,35
21581,13,13,26,13
21582,10,10,20,10
21614,3,3,6,3
21620,8,8,16,8
21646,5,5,10,5
21658,6,6,12,6
21659,10,10,20,10
21680,3,3,6,3
21700,6,6,12,6
21706,4,4,8,4
21721,3,3,6,3
21744,6,6,12,6
21745,6,6,12,6
21746,6,6,12,6
21747,6,6,12,6
21748,6,6,12,6
21765,6,6,12,6
21779,6,6,12,6
21785,6,6,12,6
21801,6,6,12,6
21811,8,8,16,8
21828,2,2,4,2
21835,6,6,12,6
21848,6,6,12,6
21854,7,7,14,7
21905,4,4,8,4
21930,7,7,14,7
21933,5,5,10,5
21941,5,5,10,5
21963,6,6,12,6
21965,9,9,18,9
21971,14,14,28,14
21974,8,8,16,8
21975,8,8,16,8
21976,6,6,12,6
21977,8,8,16,8
21978,6,6,12,6
22013,20,20,40,20
22014,18,18,36,18
22016,12,12,24,12
22020,6,6,12,6
22021,8,8,16,8
22022,6,6,12,6
22024,20,20,40,20
22025,7,7,14,7
22027,6,6,12,6
22028,17,17,34,17
22029,7,7,14,7
22030,11,11,22,11
22031,12,12,24,12
22032,14,14,28,14
22034,8,8,16,8
22035,11,11,22,11
22036,12,12,24,12
22037,6,6,12,6
22045,6,6,12,6
22047,11,11,22,11
22048,10,10,20,10
22049,7,7,14,7
22051,5,5,10,5
22052,13,13,26,13
22053,6,6,12,6
22054,6,6,12,6
22055,6,6,12,6
22063,8,8,16,8
22067,12,12,24,12
22068,7,7,14,7
22069,7,7,14,7
22070,8,8,16,8
22071,6,6,12,6
22076,10,10,20,10
22077,6,6,12,6
22078,6,6,12,6
22079,7,7,14,7
22080,6,6,12,6
22081,6,6,12,6
22082,6,6,12,6
22083,6,6,12,6
22084,6,6,12,6
22085,6,6,12,6
22091,8,8,16,8
22093,17,17,34,17
22099,6,6,12,6
22100,6,6,12,6
22101,9,9,18,9
22102,6,6,12,6
22103,6,6,12,6
22104,6,6,12,6
22106,6,6,12,6
22111,6,6,12,6
22112,6,6,12,6
22114,10,10,20,10
22115,8,8,16,8
22117,13,13,26,13
22118,22,22,44,22
22124,4,4,8,4
22127,6,6,12,6
22128,6,6,12,6
22147,13,13,26,13
22148,8,8,16,8
22149,6,6,12,6
22157,5,5,10,5
22159,3,3,6,3
22162,9,9,18,9
22163,9,9,18,9
22164,6,6,12,6
22165,7,7,14,7
22166,6,6,12,6
22176,61,61,122,61
22177,8,8,16,8
22178,41,41,82,41
22180,6,6,12,6
22181,19,19,38,19
22182,7,7,14,7
22191,6,6,12,6
22192,8,8,16,8
22193,6,6,12,6
22194,6,6,12,6
22201,5,5,10,5
22204,8,8,16,8
22207,24,24,48,24
22212,11,11,22,11
22214,6,6,12,6
22221,6,6,12,6
22223,8,8,16,8
22225,5,5,10,5
22226,10,10,20,10
22227,11,11,22,11
22229,6,6,12,6
22230,11,11,22,11
22234,8,8,16,8
22238,15,15,30,15
22239,8,8,16,8
22243,14,14,28,14
22245,1,1,2,1
22246,5,5,10,5
22253,10,10,20,10
22254,5,5,10,5
22257,5,5,10,5
22263,5,5,10,5
22270,8,8,16,8
22271,6,6,12,6
22285,6,6,12,6
22286,6,6,12,6
22287,6,6,12,6
22299,13,13,26,13
22300,13,13,26,13
22312,7,7,14,7
22315,9,9,18,9
22317,8,8,16,8
22319,14,14,28,14
22320,6,6,12,6
22321,15,15,30,15
22322,6,6,12,6
22323,6,6,12,6
22324,16,16,32,16
22326,8,8,16,8
22327,4,4,8,4
22329,7,7,14,7
22330,6,6,12,6
22331,6,6,12,6
22332,6,6,12,6
22334,6,6,12,6
22335,6,6,12,6
22336,6,6,12,6
22345,6,6,12,6
22346,6,6,12,6
22347,6,6,12,6
22348,8,8,16,8
22352,5,5,10,5
22354,6,6,12,6
22359,20,20,40,20
22367,6,6,12,6
22368,6,6,12,6
22369,6,6,12,6
22375,8,8,16,8
22376,6,6,12,6
22377,6,6,12,6
22378,7,7,14,7
22379,7,7,14,7
22385,10,10,20,10
22398,14,14,28,14
22403,9,9,18,9
22404,6,6,12,6
22405,6,6,12,6
22406,6,6,12,6
22407,10,10,20,10
22413,9,9,18,9
22414,10,10,20,10
22416,5,5,10,5
22422,14,14,28,14
22423,16,16,32,16
22429,10,10,20,10
22432,5,5,10,5
22436,7,7,14,7
22437,7,7,14,7
22438,7,7,14,7
22440,16,16,32,16
22445,6,6,12,6
22446,24,24,48,24
22448,7,7,14,7
22463,61,61,122,61
22464,8,8,16,8
22466,4,4,8,4
22468,13,13,26,13
22471,5,5,10,5
22478,3,3,6,3
22479,8,8,16,8
22481,6,6,12,6
22482,6,6,12,6
22483,6,6,12,6
22485,6,6,12,6
22486,6,6,12,6
22487,6,6,12,6
22488,6,6,12,6
22498,4,4,8,4
22501,5,5,10,5
22514,7,7,14,7
22517,7,7,14,7
22518,7,7,14,7
22519,7,7,14,7
22520,6,6,12,6
22521,6,6,12,6
22522,6,6,12,6
22525,10,10,20,10
22529,17,17,34,17
22532,8,8,16,8
22536,6,6,12,6
22537,6,6,12,6
22538,5,5,10,5
22541,11,11,22,11
22544,3,3,6,3
22547,14,14,28,14
22557,31,31,62,31
22562,1,1,2,1
22565,40,40,80,40
22566,29,29,58,29
22567,17,17,34,17
22569,19,19,38,19
22570,6,6,12,6
22571,6,6,12,6
22572,6,6,12,6
22573,11,11,22,11
22587,11,11,22,11
22592,6,6,12,6
22598,15,15,30,15
22599,16,16,32,16
22601,8,8,16,8
22603,7,7,14,7
22609,6,6,12,6
22610,6,6,12,6
22611,6,6,12,6
22612,6,6,12,6
22649,15,15,30,15
22655,3,3,6,3
22658,12,12,24,12
22659,13,13,26,13
22663,11,11,22,11
22668,15,15,30,15
22670,13,13,26,13
22676,12,12,24,12
22721,17,17,34,17
22734,3,3,6,3
22738,4,4,8,4
22743,14,14,28,14
22744,6,6,12,6
22745,6,6,12,6
22746,6,6,12,6
22747,6,6,12,6
22748,6,6,12,6
22751,7,7,14,7
22753,7,7,14,7
22754,8,8,16,8
22757,5,5,10,5
22758,5,5,10,5
22759,5,5,10,5
22761,6,6,12,6
22762,6,6,12,6
22763,6,6,12,6
22769,5,5,10,5
22774,6,6,12,6
22775,6,6,12,6
22776,6,6,12,6
22777,13,13,26,13
22778,6,6,12,6
22787,6,6,12,6
22801,5,5,10,5
22850,5,5,10,5
22856,10,10,20,10
22857,10,10,20,10
22858,10,10,20,10
22869,8,8,16,8
22895,8,8,16,8
22896,9,9,18,9
22901,4,4,8,4
22908,10,10,20,10
22911,30,30,60,30
22912,16,16,32,16
22913,14,14,28,14
22914,39,39,78,39
22915,11,11,22,11
22916,33,33,66,33
22920,2,2,4,2
22921,6,6,12,6
22975,12,12,24,12
23008,5,5,10,5
23009,8,8,16,8
23014,12,12,24,12
23019,6,6,12,6
23020,11,11,22,11
23021,24,24,48,24
23022,10,10,20,10
23023,44,44,88,44
23024,7,7,14,7
23025,42,42,84,42
23026,29,29,58,29
23027,9,9,18,9
23028,6,6,12,6
23030,4,4,8,4
23032,5,5,10,5
23034,16,16,32,16
23036,14,14,28,14
23039,1,1,2,1
23043,9,9,18,9
23058,4,4,8,4
23064,9,9,18,9
23069,17,17,34,17
23073,33,33,66,33
23076,45,45,90,45
23082,39,39,78,39
23084,6,6,12,6
23096,13,13,26,13
23097,6,6,12,6
23101,9,9,18,9
23105,8,8,16,8
23125,13,13,26,13
23135,5,5,10,5
23137,7,7,14,7
23138,7,7,14,7
23139,44,44,88,44
23140,4,4,8,4
23142,5,5,10,5
23143,5,5,10,5
23144,8,8,16,8
23146,6,6,12,6
23155,4,4,8,4
23164,8,8,16,8
23167,5,5,10,5
23168,5,5,10,5
23188,7,7,14,7
23197,8,8,16,8
23203,8,8,16,8
23212,8,8,16,8
23261,6,6,12,6
23262,12,12,24,12
23283,9,9,18,9
23285,6,6,12,6
23288,14,14,28,14
23290,4,4,8,4
23296,5,5,10,5
23317,9,9,18,9
23325,8,8,16,8
23336,12,12,24,12
23345,32,32,64,32
23346,16,16,32,16
23347,16,16,32,16
23349,5,5,10,5
23351,40,40,80,40
23352,22,22,44,22
23353,17,17,34,17
23354,20,20,40,20
23355,34,34,68,34
23356,34,34,68,34
23357,9,9,18,9
23359,6,6,12,6
23361,11,11,22,11
23362,10,10,20,10
23363,5,5,10,5
23364,86,86,172,86
23365,34,34,68,34
23366,20,20,40,20
23367,7,7,14,7
23368,17,17,34,17
23369,13,13,26,13
23370,13,13,26,13
23371,23,23,46,23
23372,14,14,28,14
23373,28,28,56,28
23374,19,19,38,19
23375,11,11,22,11
23377,21,21,42,21
23378,7,7,14,7
23379,12,12,24,12
23380,8,8,16,8
23381,5,5,10,5
23383,24,24,48,24
23385,9,9,18,9
23387,40,40,80,40
23390,8,8,16,8
23392,11,11,22,11
23393,16,16,32,16
23394,9,9,18,9
23395,11,11,22,11
23396,6,6,12,6
23397,6,6,12,6
23402,12,12,24,12
23403,22,22,44,22
23410,15,15,30,15
23413,23,23,46,23
23414,4,4,8,4
23417,6,6,12,6
23418,6,6,12,6
23421,24,24,48,24
23422,6,6,12,6
23423,6,6,12,6
23426,6,6,12,6
23427,6,6,12,6
23428,9,9,18,9
23431,7,7,14,7
23432,32,32,64,32
23435,16,16,32,16
23437,7,7,14,7
23438,7,7,14,7
23439,9,9,18,9
23443,19,19,38,19
23445,10,10,20,10
23448,4,4,8,4
23450,3,3,6,3
23451,19,19,38,19
23453,7,7,14,7
23454,7,7,14,7
23455,7,7,14,7
23456,19,19,38,19
23457,4,4,8,4
23458,10,10,20,10
23462,6,6,12,6
23464,7,7,14,7
23465,8,8,16,8
23467,6,6,12,6
23468,6,6,12,6
23471,6,6,12,6
23474,5,5,10,5
23475,9,9,18,9
23477,7,7,14,7
23478,19,19,38,19
